id,channel,agent,customer_message,agent_message,timestamp,handle_time_seconds,resolved,first_call_resolution,csat,compliance_violation
435,chat,Agent E,Question about product feature and delivery time.,"Sorry for the inconvenience. Great, I will assist.",2025-10-05 14:20:40,779,1,0,5,0
436,chat,Agent I,Question about product feature and delivery time.,"Sorry for the inconvenience. Thank you, I will assist.",2025-03-21 12:05:25,824,1,0,3,0
437,chat,Agent A,Question about product feature and delivery time.,"Sorry for the inconvenience. Happy, I will assist.",2025-07-06 15:03:48,868,1,0,3,0
438,email,Agent F,Question about product feature and delivery time.,"Sorry for the inconvenience. Thank you, I will assist.",2025-07-29 13:50:01,3480,0,0,3,0
439,chat,Agent B,I have an problem with my order.,"Sorry for the inconvenience. Resolved, I will assist.",2025-09-06 09:44:38,568,1,1,5,0
440,chat,Agent O,Question about product feature and delivery time.,,2025-04-17 13:58:07,111,1,1,4,0
441,email,Agent O,Question about product feature and delivery time.,Please try resetting and let us know if the issue persists.,2025-08-01 15:28:56,1148,1,0,3,0
442,chat,Agent I,Question about product feature and delivery time.,"Sorry for the inconvenience. Happy, I will assist.",2025-02-19 08:55:16,702,1,0,2,0
443,chat,Agent L,Question about product feature and delivery time.,"Sorry for the inconvenience. Resolved, I will assist.",2025-10-13 11:46:44,749,1,0,4,0
444,chat,Agent F,Question about product feature and delivery time.,"Sorry for the inconvenience. Great, I will assist.",2025-03-22 12:51:34,593,0,0,3,0
445,chat,Agent M,Question about product feature and delivery time.,"Sorry for the inconvenience. Thanks, I will assist.",2025-08-09 15:31:11,414,0,0,4,0
446,chat,Agent G,I have an delay with my order.,"Sorry for the inconvenience. Great, I will assist.",2025-01-01 14:36:39,36,1,1,4,0
447,chat,Agent N,Question about product feature and delivery time.,"Sorry for the inconvenience. Thank you, I will assist.",2025-05-22 13:02:22,68,1,1,4,0
448,chat,Agent E,Question about product feature and delivery time.,,2025-02-17 13:11:33,781,1,0,5,0
449,email,Agent H,Question about product feature and delivery time.,"Sorry for the inconvenience. Happy, I will assist.",2025-10-23 15:27:33,1622,1,0,5,0
450,call,Agent G,Question about product feature and delivery time.,Please try resetting and let us know if the issue persists.,2025-03-03 15:55:01,203,1,1,4,0
451,email,Agent F,I have an problem with my order.,"Sorry for the inconvenience. Resolved, I will assist.",2025-10-04 13:08:31,1885,0,0,3,0
452,email,Agent C,I have an problem with my order.,"Sorry for the inconvenience. Great, I will assist.",2025-03-09 11:03:35,408,1,1,4,0
453,email,Agent H,Question about product feature and delivery time.,"Sorry for the inconvenience. Happy, I will assist.",2025-10-14 09:48:11,3073,1,0,4,0
454,email,Agent J,Question about product feature and delivery time.,"Sorry for the inconvenience. Great, I will assist.",2025-02-15 09:01:27,1471,1,0,5,1
455,chat,Agent F,I have an issue with my order.,,2025-08-15 13:40:20,269,1,1,4,0
456,chat,Agent J,Question about product feature and delivery time.,"Sorry for the inconvenience. Thank you, I will assist.",2025-03-17 15:54:27,342,1,1,2,0
457,email,Agent D,Question about product feature and delivery time.,"Sorry for the inconvenience. Thanks, I will assist.",2025-10-07 12:45:46,2907,1,0,5,0
458,chat,Agent C,Question about product feature and delivery time.,"Sorry for the inconvenience. Resolved, I will assist.",2025-01-31 10:35:06,700,0,0,3,0
459,email,Agent K,I have an delay with my order.,,2025-07-04 15:52:00,2719,1,0,4,0
460,call,Agent H,I have an problem with my order.,,2025-09-30 08:48:04,1328,0,0,2,0
461,chat,Agent I,Question about product feature and delivery time.,"Sorry for the inconvenience. Great, I will assist.",2025-06-06 11:02:10,393,1,1,5,0
462,email,Agent O,Question about product feature and delivery time.,,2025-07-18 15:25:01,1207,1,0,3,0
463,chat,Agent C,Question about product feature and delivery time.,,2025-02-14 14:38:37,657,0,0,2,0
464,chat,Agent E,Question about product feature and delivery time.,"Sorry for the inconvenience. Happy, I will assist.",2025-06-18 12:05:18,730,0,0,2,0
465,chat,Agent L,Question about product feature and delivery time.,,2025-09-26 09:13:51,818,1,0,5,0
466,email,Agent L,Question about product feature and delivery time.,,2025-03-02 09:40:33,3038,1,0,3,0
467,call,Agent G,Question about product feature and delivery time.,"Sorry for the inconvenience. Great, I will assist.",2025-06-05 12:01:56,491,0,0,3,0
468,email,Agent E,Question about product feature and delivery time.,"Sorry for the inconvenience. Great, I will assist.",2025-10-18 13:34:25,385,1,1,4,0
469,email,Agent L,Question about product feature and delivery time.,"Sorry for the inconvenience. Thanks, I will assist.",2025-07-11 09:40:28,986,1,0,4,0
470,chat,Agent L,Question about product feature and delivery time.,Please try resetting and let us know if the issue persists.,2025-04-14 14:53:50,479,0,0,2,0
471,chat,Agent H,Question about product feature and delivery time.,Please try resetting and let us know if the issue persists.,2025-05-07 11:53:30,419,1,1,4,0
472,email,Agent L,I have an can't with my order.,"Sorry for the inconvenience. Thanks, I will assist.",2025-01-20 12:44:20,2184,1,0,4,0
473,chat,Agent G,Question about product feature and delivery time.,"Sorry for the inconvenience. Resolved, I will assist.",2025-09-22 14:57:52,341,0,0,3,0
474,call,Agent L,Question about product feature and delivery time.,"Sorry for the inconvenience. Happy, I will assist.",2025-09-22 09:17:40,411,1,1,4,0
475,email,Agent G,Question about product feature and delivery time.,"Sorry for the inconvenience. Thanks, I will assist.",2025-07-31 10:56:39,1922,1,0,3,0
476,chat,Agent L,I have an can't with my order.,"Sorry for the inconvenience. Resolved, I will assist.",2025-03-05 08:49:48,774,0,0,4,0
477,call,Agent G,I have an not working with my order.,,2025-10-09 11:27:51,1338,0,0,3,0
478,email,Agent A,Question about product feature and delivery time.,"Sorry for the inconvenience. Thanks, I will assist.",2025-08-03 10:48:14,541,0,0,3,0
479,chat,Agent M,Question about product feature and delivery time.,,2025-05-10 08:06:40,586,0,0,2,0
480,email,Agent H,I have an problem with my order.,Please try resetting and let us know if the issue persists.,2025-07-29 12:01:19,1199,1,0,3,0
481,call,Agent A,I have an delay with my order.,Please try resetting and let us know if the issue persists.,2025-04-05 09:20:58,1546,1,0,3,0
482,chat,Agent C,Question about product feature and delivery time.,"Sorry for the inconvenience. Happy, I will assist.",2025-03-24 14:07:03,836,1,0,4,0
483,email,Agent F,Question about product feature and delivery time.,Please try resetting and let us know if the issue persists.,2025-01-19 08:50:51,3419,1,0,3,0
484,chat,Agent L,Question about product feature and delivery time.,"Sorry for the inconvenience. Happy, I will assist.",2025-05-21 10:59:47,89,1,1,4,0
485,call,Agent H,Question about product feature and delivery time.,"Sorry for the inconvenience. Happy, I will assist.",2025-05-28 11:53:13,904,0,0,2,0
486,email,Agent M,Question about product feature and delivery time.,"Sorry for the inconvenience. Thank you, I will assist.",2025-04-03 13:32:49,158,1,1,3,0
487,chat,Agent J,I have an delay with my order.,"Sorry for the inconvenience. Thank you, I will assist.",2025-08-01 11:46:07,685,1,0,4,0
488,email,Agent F,Question about product feature and delivery time.,Please try resetting and let us know if the issue persists.,2025-01-04 09:02:10,2583,0,0,4,0
489,chat,Agent N,Question about product feature and delivery time.,"Sorry for the inconvenience. Thanks, I will assist.",2025-06-23 14:07:15,523,1,1,5,0
490,call,Agent O,Question about product feature and delivery time.,"Sorry for the inconvenience. Happy, I will assist.",2025-01-29 15:36:04,1277,1,0,3,0
491,chat,Agent O,Question about product feature and delivery time.,"Sorry for the inconvenience. Resolved, I will assist.",2025-07-01 08:36:09,671,1,0,5,0
492,chat,Agent M,Question about product feature and delivery time.,"Sorry for the inconvenience. Thank you, I will assist.",2025-06-07 14:25:10,538,0,0,4,0
493,call,Agent E,Question about product feature and delivery time.,Please try resetting and let us know if the issue persists.,2025-04-21 12:46:46,1772,1,0,4,0
494,call,Agent C,Question about product feature and delivery time.,"Sorry for the inconvenience. Great, I will assist.",2025-04-08 11:05:44,473,0,0,4,0
495,call,Agent I,Question about product feature and delivery time.,Please try resetting and let us know if the issue persists.,2025-03-09 09:52:03,1249,1,0,3,0
496,call,Agent F,I have an angry with my order.,"Sorry for the inconvenience. Great, I will assist.",2025-08-28 08:25:11,1488,0,0,3,0
497,chat,Agent E,Question about product feature and delivery time.,"Sorry for the inconvenience. Thanks, I will assist.",2025-09-30 10:54:17,310,1,0,4,0
498,email,Agent E,Question about product feature and delivery time.,"Sorry for the inconvenience. Great, I will assist.",2025-03-14 14:24:40,2571,0,0,3,0
499,chat,Agent A,I have an can't with my order.,"Sorry for the inconvenience. Thanks, I will assist.",2025-08-30 14:08:54,751,1,0,3,0
500,email,Agent E,I have an angry with my order.,"Sorry for the inconvenience. Resolved, I will assist.",2025-06-20 15:26:25,2385,1,0,3,0
501,call,Agent H,Question about product feature and delivery time.,Please try resetting and let us know if the issue persists.,2025-02-19 12:08:48,1143,1,0,4,0
502,call,Agent G,Question about product feature and delivery time.,Please try resetting and let us know if the issue persists.,2025-04-04 14:22:04,845,1,0,5,0
503,email,Agent F,Question about product feature and delivery time.,"Sorry for the inconvenience. Happy, I will assist.",2025-09-03 12:11:53,581,1,1,4,0
504,chat,Agent E,Question about product feature and delivery time.,"Sorry for the inconvenience. Happy, I will assist.",2025-09-30 12:11:45,192,0,0,3,0
505,chat,Agent N,Question about product feature and delivery time.,"Sorry for the inconvenience. Thanks, I will assist.",2025-08-09 15:08:20,207,1,1,5,0
506,email,Agent H,I have an can't with my order.,Please try resetting and let us know if the issue persists.,2025-06-16 13:03:09,345,1,1,3,0
507,call,Agent F,Question about product feature and delivery time.,Please try resetting and let us know if the issue persists.,2025-09-11 13:52:15,1369,0,0,2,0
508,chat,Agent I,Question about product feature and delivery time.,"Sorry for the inconvenience. Great, I will assist.",2025-05-30 11:32:58,336,1,0,4,0
509,call,Agent G,Question about product feature and delivery time.,"Sorry for the inconvenience. Thanks, I will assist.",2025-06-26 08:48:45,782,1,0,5,0
510,email,Agent F,Question about product feature and delivery time.,"Sorry for the inconvenience. Happy, I will assist.",2025-02-26 15:50:21,1674,1,0,3,0
511,chat,Agent G,Question about product feature and delivery time.,"Sorry for the inconvenience. Resolved, I will assist.",2025-10-07 09:55:21,893,0,0,3,0
512,email,Agent C,Question about product feature and delivery time.,Please try resetting and let us know if the issue persists.,2025-01-06 08:39:10,2754,1,0,3,0
513,chat,Agent K,Question about product feature and delivery time.,"Sorry for the inconvenience. Resolved, I will assist.",2025-08-01 15:49:45,668,1,0,3,0
514,chat,Agent C,I have an can't with my order.,"Sorry for the inconvenience. Happy, I will assist.",2025-08-06 13:30:10,305,1,1,4,0
515,call,Agent J,Question about product feature and delivery time.,Please try resetting and let us know if the issue persists.,2025-09-05 14:24:57,343,1,1,5,0
516,email,Agent B,I have an can't with my order.,"Sorry for the inconvenience. Thank you, I will assist.",2025-09-25 13:33:10,2861,1,0,4,0
517,chat,Agent A,Question about product feature and delivery time.,"Sorry for the inconvenience. Resolved, I will assist.",2025-06-25 12:52:11,617,1,0,2,0
518,chat,Agent A,Question about product feature and delivery time.,"Sorry for the inconvenience. Happy, I will assist.",2025-06-05 14:37:01,203,1,1,5,0
519,email,Agent A,I have an problem with my order.,Please try resetting and let us know if the issue persists.,2025-05-27 12:24:44,1092,1,0,3,1
520,chat,Agent C,Question about product feature and delivery time.,"Sorry for the inconvenience. Thanks, I will assist.",2025-03-19 13:59:59,526,1,1,5,0
521,call,Agent C,Question about product feature and delivery time.,,2025-03-20 15:37:26,1757,1,0,3,0
522,email,Agent N,Question about product feature and delivery time.,"Sorry for the inconvenience. Thanks, I will assist.",2025-06-26 08:29:40,1960,1,0,3,0
523,email,Agent M,Question about product feature and delivery time.,"Sorry for the inconvenience. Thanks, I will assist.",2025-09-30 10:07:36,2232,0,0,5,0
524,email,Agent I,Question about product feature and delivery time.,Please try resetting and let us know if the issue persists.,2025-01-22 08:53:10,1828,1,0,4,0
525,chat,Agent E,I have an angry with my order.,"Sorry for the inconvenience. Thanks, I will assist.",2025-05-17 15:18:10,781,1,0,4,0
526,call,Agent F,Question about product feature and delivery time.,"Sorry for the inconvenience. Thank you, I will assist.",2025-10-08 08:05:46,1255,1,0,3,0
527,chat,Agent E,I have an problem with my order.,Please try resetting and let us know if the issue persists.,2025-05-09 09:45:26,702,0,0,3,0
528,call,Agent B,Question about product feature and delivery time.,,2025-03-08 11:25:19,1339,0,0,4,0
529,chat,Agent C,Question about product feature and delivery time.,,2025-05-10 10:40:52,684,1,0,5,0
530,email,Agent M,I have an issue with my order.,"Sorry for the inconvenience. Resolved, I will assist.",2025-06-15 10:20:32,1422,0,0,3,0
531,call,Agent C,Question about product feature and delivery time.,,2025-08-14 08:37:54,1429,1,0,3,0
532,chat,Agent J,Question about product feature and delivery time.,"Sorry for the inconvenience. Happy, I will assist.",2025-02-24 12:01:09,775,1,0,4,0
533,call,Agent C,Question about product feature and delivery time.,Please try resetting and let us know if the issue persists.,2025-01-01 08:20:39,981,1,0,2,0
534,chat,Agent N,Question about product feature and delivery time.,"Sorry for the inconvenience. Resolved, I will assist.",2025-02-05 12:54:58,154,1,0,4,0
535,email,Agent G,Question about product feature and delivery time.,"Sorry for the inconvenience. Great, I will assist.",2025-01-29 13:45:18,389,0,0,3,0
536,email,Agent G,Question about product feature and delivery time.,,2025-04-08 10:43:13,2643,1,0,3,0
537,call,Agent H,I have an issue with my order.,"Sorry for the inconvenience. Resolved, I will assist.",2025-04-08 09:16:25,976,1,0,3,0
538,call,Agent H,Question about product feature and delivery time.,Please try resetting and let us know if the issue persists.,2025-01-09 08:20:13,1010,1,0,3,0
539,email,Agent H,Question about product feature and delivery time.,"Sorry for the inconvenience. Thanks, I will assist.",2025-10-02 09:21:20,2062,1,0,2,0
540,email,Agent C,Question about product feature and delivery time.,,2025-01-08 09:34:04,3421,0,0,3,0
541,chat,Agent J,Question about product feature and delivery time.,"Sorry for the inconvenience. Happy, I will assist.",2025-02-02 15:26:37,255,1,1,3,0
542,chat,Agent B,I have an not working with my order.,"Sorry for the inconvenience. Great, I will assist.",2025-10-22 12:58:07,94,1,1,5,0
543,email,Agent I,Question about product feature and delivery time.,"Sorry for the inconvenience. Happy, I will assist.",2025-03-26 11:59:34,1600,0,0,4,1
544,chat,Agent B,Question about product feature and delivery time.,"Sorry for the inconvenience. Thanks, I will assist.",2025-05-26 11:47:18,241,1,1,4,0
545,chat,Agent C,I have an can't with my order.,"Sorry for the inconvenience. Great, I will assist.",2025-01-20 13:25:38,386,1,1,5,0
546,email,Agent N,Question about product feature and delivery time.,"Sorry for the inconvenience. Great, I will assist.",2025-10-04 12:37:11,277,1,1,5,0
547,call,Agent H,I have an issue with my order.,"Sorry for the inconvenience. Thanks, I will assist.",2025-09-12 09:36:17,1070,1,0,3,0
548,chat,Agent A,I have an issue with my order.,"Sorry for the inconvenience. Thanks, I will assist.",2025-10-03 09:36:03,768,1,0,3,0
549,chat,Agent L,Question about product feature and delivery time.,"Sorry for the inconvenience. Resolved, I will assist.",2025-06-16 10:05:38,234,1,1,3,0
550,chat,Agent O,Question about product feature and delivery time.,Please try resetting and let us know if the issue persists.,2025-08-21 09:37:14,677,1,0,4,0
551,chat,Agent A,Question about product feature and delivery time.,"Sorry for the inconvenience. Resolved, I will assist.",2025-10-19 08:32:34,205,0,0,3,0
552,email,Agent J,Question about product feature and delivery time.,,2025-03-29 13:15:43,414,1,1,4,0
553,chat,Agent H,I have an can't with my order.,"Sorry for the inconvenience. Great, I will assist.",2025-08-25 10:32:27,474,1,0,4,0
554,chat,Agent A,Question about product feature and delivery time.,"Sorry for the inconvenience. Resolved, I will assist.",2025-01-21 12:17:02,520,0,0,3,0
555,chat,Agent H,Question about product feature and delivery time.,Please try resetting and let us know if the issue persists.,2025-05-04 08:45:22,253,1,1,3,0
556,chat,Agent L,Question about product feature and delivery time.,Please try resetting and let us know if the issue persists.,2025-08-24 15:48:32,504,0,0,2,0
557,chat,Agent M,Question about product feature and delivery time.,Please try resetting and let us know if the issue persists.,2025-07-09 13:42:19,102,1,1,3,0
558,email,Agent J,Question about product feature and delivery time.,"Sorry for the inconvenience. Great, I will assist.",2025-10-05 13:14:09,3073,0,0,3,0
559,call,Agent F,Question about product feature and delivery time.,"Sorry for the inconvenience. Great, I will assist.",2025-01-27 09:00:36,538,1,1,3,0
560,chat,Agent I,Question about product feature and delivery time.,,2025-02-28 13:54:27,624,0,0,2,0
561,email,Agent M,Question about product feature and delivery time.,"Sorry for the inconvenience. Great, I will assist.",2025-04-26 10:55:00,283,1,1,3,0
562,email,Agent K,Question about product feature and delivery time.,"Sorry for the inconvenience. Thank you, I will assist.",2025-09-30 10:39:36,831,0,0,3,0
563,chat,Agent O,Question about product feature and delivery time.,"Sorry for the inconvenience. Thank you, I will assist.",2025-04-02 10:37:29,743,1,0,4,0
564,chat,Agent G,Question about product feature and delivery time.,Please try resetting and let us know if the issue persists.,2025-10-05 09:12:06,51,1,1,4,0
565,chat,Agent I,Question about product feature and delivery time.,Please try resetting and let us know if the issue persists.,2025-06-21 11:44:50,527,1,1,4,0
566,chat,Agent M,Question about product feature and delivery time.,"Sorry for the inconvenience. Great, I will assist.",2025-06-06 09:33:47,818,0,0,2,0
567,chat,Agent C,Question about product feature and delivery time.,"Sorry for the inconvenience. Thanks, I will assist.",2025-03-24 14:28:44,195,1,1,4,0
568,chat,Agent I,Question about product feature and delivery time.,"Sorry for the inconvenience. Happy, I will assist.",2025-01-18 14:03:28,196,1,1,4,1
569,call,Agent M,Question about product feature and delivery time.,Please try resetting and let us know if the issue persists.,2025-03-16 12:10:09,1298,0,0,2,0
570,chat,Agent M,I have an problem with my order.,Please try resetting and let us know if the issue persists.,2025-10-21 14:04:12,376,1,1,5,0
571,chat,Agent I,I have an problem with my order.,"Sorry for the inconvenience. Thank you, I will assist.",2025-03-01 10:48:15,364,1,1,4,0
572,chat,Agent A,Question about product feature and delivery time.,Please try resetting and let us know if the issue persists.,2025-02-12 12:54:02,554,1,1,3,0
573,email,Agent A,I have an can't with my order.,"Sorry for the inconvenience. Great, I will assist.",2025-07-04 11:37:07,1472,1,0,5,0
574,email,Agent H,Question about product feature and delivery time.,Please try resetting and let us know if the issue persists.,2025-08-01 15:18:55,1796,1,0,3,0
575,call,Agent J,Question about product feature and delivery time.,Please try resetting and let us know if the issue persists.,2025-02-14 09:18:26,866,1,0,5,0
576,chat,Agent O,I have an can't with my order.,Please try resetting and let us know if the issue persists.,2025-05-20 11:46:22,170,1,1,3,0
577,email,Agent N,Question about product feature and delivery time.,Please try resetting and let us know if the issue persists.,2025-06-04 15:35:47,979,1,0,4,0
578,call,Agent H,Question about product feature and delivery time.,"Sorry for the inconvenience. Thanks, I will assist.",2025-03-05 13:57:04,238,1,1,4,0
579,chat,Agent L,Question about product feature and delivery time.,"Sorry for the inconvenience. Resolved, I will assist.",2025-07-05 13:17:20,740,0,0,2,1
580,chat,Agent J,Question about product feature and delivery time.,,2025-01-30 09:19:48,168,1,1,4,0
581,email,Agent F,Question about product feature and delivery time.,"Sorry for the inconvenience. Thanks, I will assist.",2025-01-25 10:38:18,3199,1,0,4,0
582,chat,Agent F,Question about product feature and delivery time.,"Sorry for the inconvenience. Happy, I will assist.",2025-06-04 10:28:15,390,0,0,2,1
583,email,Agent F,Question about product feature and delivery time.,,2025-09-06 11:45:00,479,1,1,4,0
584,email,Agent I,Question about product feature and delivery time.,"Sorry for the inconvenience. Resolved, I will assist.",2025-09-30 14:29:08,372,1,1,3,1
585,chat,Agent L,Question about product feature and delivery time.,,2025-07-05 09:15:55,641,1,0,4,0
586,email,Agent B,Question about product feature and delivery time.,"Sorry for the inconvenience. Thanks, I will assist.",2025-04-24 09:10:17,919,1,0,4,0
587,email,Agent M,I have an can't with my order.,"Sorry for the inconvenience. Thank you, I will assist.",2025-02-27 08:42:27,194,0,0,3,0
588,chat,Agent B,I have an issue with my order.,Please try resetting and let us know if the issue persists.,2025-06-04 14:04:35,240,1,1,3,0
589,chat,Agent C,Question about product feature and delivery time.,"Sorry for the inconvenience. Happy, I will assist.",2025-05-23 13:16:37,277,1,1,5,0
590,email,Agent E,Question about product feature and delivery time.,,2025-03-29 14:51:47,464,0,0,1,0
591,call,Agent H,Question about product feature and delivery time.,Please try resetting and let us know if the issue persists.,2025-07-07 14:21:16,550,0,0,3,0
592,chat,Agent M,Question about product feature and delivery time.,"Sorry for the inconvenience. Great, I will assist.",2025-06-10 09:07:30,751,1,0,4,0
593,chat,Agent H,Question about product feature and delivery time.,"Sorry for the inconvenience. Resolved, I will assist.",2025-03-01 11:30:08,261,1,1,4,0
594,call,Agent H,I have an angry with my order.,"Sorry for the inconvenience. Resolved, I will assist.",2025-07-08 09:37:55,1250,1,0,4,0
595,chat,Agent G,Question about product feature and delivery time.,,2025-02-22 14:44:55,96,1,1,4,0
596,chat,Agent G,Question about product feature and delivery time.,"Sorry for the inconvenience. Resolved, I will assist.",2025-09-13 10:32:06,394,1,1,5,0
597,email,Agent E,Question about product feature and delivery time.,"Sorry for the inconvenience. Thanks, I will assist.",2025-03-17 14:59:25,2633,0,0,4,0
598,email,Agent A,Question about product feature and delivery time.,"Sorry for the inconvenience. Happy, I will assist.",2025-04-02 11:28:58,454,0,0,3,0
599,email,Agent H,Question about product feature and delivery time.,"Sorry for the inconvenience. Happy, I will assist.",2025-08-27 09:50:16,1467,0,0,3,0
600,call,Agent O,Question about product feature and delivery time.,,2025-03-02 11:29:30,1086,1,0,3,0
601,email,Agent N,I have an can't with my order.,Please try resetting and let us know if the issue persists.,2025-06-05 14:25:36,2056,0,0,2,0
602,email,Agent H,Question about product feature and delivery time.,"Sorry for the inconvenience. Resolved, I will assist.",2025-09-01 13:07:03,2480,0,0,3,0
603,chat,Agent E,I have an issue with my order.,"Sorry for the inconvenience. Happy, I will assist.",2025-06-14 08:33:32,57,0,0,2,0
604,call,Agent G,Question about product feature and delivery time.,"Sorry for the inconvenience. Happy, I will assist.",2025-06-29 08:30:49,353,0,0,2,0
605,chat,Agent F,Question about product feature and delivery time.,"Sorry for the inconvenience. Resolved, I will assist.",2025-03-28 08:10:45,611,1,0,4,0
606,chat,Agent F,Question about product feature and delivery time.,Please try resetting and let us know if the issue persists.,2025-07-13 13:11:29,132,1,1,4,0
607,call,Agent K,Question about product feature and delivery time.,"Sorry for the inconvenience. Resolved, I will assist.",2025-06-23 09:31:00,1481,0,0,3,0
608,chat,Agent A,Question about product feature and delivery time.,Please try resetting and let us know if the issue persists.,2025-06-02 13:13:13,124,1,1,2,0
609,chat,Agent J,Question about product feature and delivery time.,"Sorry for the inconvenience. Great, I will assist.",2025-09-29 12:19:33,546,0,0,2,0
610,chat,Agent J,Question about product feature and delivery time.,Please try resetting and let us know if the issue persists.,2025-09-21 12:07:31,672,1,0,4,0
611,email,Agent D,Question about product feature and delivery time.,"Sorry for the inconvenience. Resolved, I will assist.",2025-08-28 10:26:19,2378,1,0,4,0
612,chat,Agent L,Question about product feature and delivery time.,Please try resetting and let us know if the issue persists.,2025-06-03 15:41:00,95,1,1,4,0
613,chat,Agent C,Question about product feature and delivery time.,"Sorry for the inconvenience. Thanks, I will assist.",2025-05-12 14:15:06,58,1,1,3,0
614,email,Agent A,Question about product feature and delivery time.,Please try resetting and let us know if the issue persists.,2025-04-14 09:27:01,1197,1,0,4,0
615,call,Agent L,I have an issue with my order.,"Sorry for the inconvenience. Thank you, I will assist.",2025-09-06 15:07:12,1013,0,0,2,0
616,call,Agent N,I have an angry with my order.,"Sorry for the inconvenience. Happy, I will assist.",2025-03-13 10:08:54,1767,0,0,2,0
617,call,Agent D,Question about product feature and delivery time.,"Sorry for the inconvenience. Resolved, I will assist.",2025-03-04 15:02:15,1712,1,0,5,0
618,chat,Agent E,Question about product feature and delivery time.,"Sorry for the inconvenience. Great, I will assist.",2025-08-14 11:43:01,746,0,0,3,0
619,chat,Agent K,Question about product feature and delivery time.,,2025-05-07 10:31:40,401,1,1,3,0
620,chat,Agent L,Question about product feature and delivery time.,"Sorry for the inconvenience. Resolved, I will assist.",2025-01-28 14:17:12,346,1,1,5,0
621,email,Agent I,Question about product feature and delivery time.,Please try resetting and let us know if the issue persists.,2025-05-02 15:48:23,1106,1,0,5,0
622,call,Agent C,Question about product feature and delivery time.,"Sorry for the inconvenience. Thank you, I will assist.",2025-08-13 13:44:48,741,0,0,2,0
623,call,Agent H,Question about product feature and delivery time.,Please try resetting and let us know if the issue persists.,2025-07-31 15:39:23,385,0,0,2,0
624,email,Agent N,Question about product feature and delivery time.,Please try resetting and let us know if the issue persists.,2025-10-08 14:42:55,2687,1,0,3,0
625,email,Agent C,Question about product feature and delivery time.,"Sorry for the inconvenience. Thank you, I will assist.",2025-01-02 11:38:48,706,1,0,4,0
626,chat,Agent J,Question about product feature and delivery time.,Please try resetting and let us know if the issue persists.,2025-07-30 15:12:53,166,1,1,2,0
627,email,Agent D,Question about product feature and delivery time.,"Sorry for the inconvenience. Happy, I will assist.",2025-02-13 11:46:22,979,1,0,5,0
628,chat,Agent B,Question about product feature and delivery time.,,2025-08-25 09:48:16,80,1,1,4,0
629,chat,Agent F,I have an angry with my order.,Please try resetting and let us know if the issue persists.,2025-03-29 13:09:47,494,0,0,2,0
630,call,Agent N,Question about product feature and delivery time.,"Sorry for the inconvenience. Thanks, I will assist.",2025-05-17 10:37:15,1408,1,0,4,0
631,email,Agent D,Question about product feature and delivery time.,"Sorry for the inconvenience. Great, I will assist.",2025-08-03 09:38:30,1024,1,0,5,0
632,email,Agent A,Question about product feature and delivery time.,,2025-08-29 09:12:44,1688,1,0,3,0
633,email,Agent L,I have an issue with my order.,Please try resetting and let us know if the issue persists.,2025-05-12 08:39:53,1988,0,0,4,0
634,email,Agent L,Question about product feature and delivery time.,"Sorry for the inconvenience. Resolved, I will assist.",2025-01-24 08:02:55,2809,1,0,4,0
635,email,Agent J,I have an can't with my order.,,2025-04-02 10:22:09,1977,1,0,3,0
636,chat,Agent A,Question about product feature and delivery time.,Please try resetting and let us know if the issue persists.,2025-03-07 12:32:38,470,1,0,4,0
637,email,Agent E,Question about product feature and delivery time.,Please try resetting and let us know if the issue persists.,2025-09-22 10:50:56,2072,0,0,3,0
638,email,Agent A,I have an not working with my order.,"Sorry for the inconvenience. Resolved, I will assist.",2025-04-07 09:21:10,1847,1,0,5,0
639,email,Agent H,Question about product feature and delivery time.,"Sorry for the inconvenience. Thanks, I will assist.",2025-07-02 14:27:13,566,1,1,4,0
640,call,Agent J,Question about product feature and delivery time.,,2025-10-27 09:55:59,1257,0,0,4,0
641,call,Agent D,I have an delay with my order.,"Sorry for the inconvenience. Thank you, I will assist.",2025-09-13 14:09:40,987,1,0,4,0
642,chat,Agent H,Question about product feature and delivery time.,"Sorry for the inconvenience. Great, I will assist.",2025-09-03 12:07:58,74,1,0,4,0
643,email,Agent L,Question about product feature and delivery time.,"Sorry for the inconvenience. Great, I will assist.",2025-10-19 09:10:37,3329,1,0,5,0
644,chat,Agent C,Question about product feature and delivery time.,Please try resetting and let us know if the issue persists.,2025-05-03 15:01:00,196,1,1,4,0
645,call,Agent C,Question about product feature and delivery time.,Please try resetting and let us know if the issue persists.,2025-03-03 10:43:02,815,0,0,2,0
646,chat,Agent D,Question about product feature and delivery time.,"Sorry for the inconvenience. Resolved, I will assist.",2025-09-08 12:03:16,122,0,0,3,0
647,email,Agent G,I have an delay with my order.,,2025-08-07 08:50:45,2830,1,0,3,0
648,email,Agent I,Question about product feature and delivery time.,Please try resetting and let us know if the issue persists.,2025-02-12 10:38:45,1290,1,0,3,0
649,call,Agent N,Question about product feature and delivery time.,"Sorry for the inconvenience. Thank you, I will assist.",2025-05-08 12:45:40,1231,1,0,4,0
650,email,Agent E,Question about product feature and delivery time.,"Sorry for the inconvenience. Resolved, I will assist.",2025-07-01 10:19:11,795,0,0,3,0
651,chat,Agent G,Question about product feature and delivery time.,"Sorry for the inconvenience. Happy, I will assist.",2025-06-02 10:51:27,857,1,0,5,0
